question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
卡尔·马克思 曾在哪个领域工作过？,哲学,field_of_work,卡尔·马克思,哲学,1865,1,1865_1,zh,zh_1865_1
弗里德里希·威廉·贝塞尔 与哪个研究领域相关？,数学,field_of_work,弗里德里希·威廉·贝塞尔,数学,1866,2,1866_2,zh,zh_1866_2
约瑟夫·熊彼特 与哪个研究领域相关？,经济学,field_of_work,约瑟夫·熊彼特,经济学,1867,2,1867_2,zh,zh_1867_2
马克斯·韦伯 与哪个研究领域相关？,历史,field_of_work,马克斯·韦伯,历史,1868,2,1868_2,zh,zh_1868_2
爱德华·吉本 与哪个研究领域相关？,历史,field_of_work,爱德华·吉本,历史,1869,2,1869_2,zh,zh_1869_2
约翰·惠勒 与哪个研究领域相关？,物理学,field_of_work,约翰·惠勒,物理学,1870,2,1870_2,zh,zh_1870_2
莱昂哈德·欧拉 的主要专业是什么？,物理学,field_of_work,莱昂哈德·欧拉,物理学,1871,4,1871_4,zh,zh_1871_4
奥古斯特·克罗 的主要专业是什么？,生理学,field_of_work,奥古斯特·克罗,生理学,1872,4,1872_4,zh,zh_1872_4
费利克斯·布洛赫 与哪个研究领域相关？,物理学,field_of_work,费利克斯·布洛赫,物理学,1873,2,1873_2,zh,zh_1873_2
安德斯·摄尔修斯 的主要专业是什么？,天文学,field_of_work,安德斯·摄尔修斯,天文学,1874,4,1874_4,zh,zh_1874_4
威廉·埃因托芬 因在哪个学科工作而闻名？,生理学,field_of_work,威廉·埃因托芬,生理学,1875,3,1875_3,zh,zh_1875_3
约瑟夫·夫琅和费 在什么领域工作？,物理学,field_of_work,约瑟夫·夫琅和费,物理学,1876,0,1876_0,zh,zh_1876_0
朝永振一郎 在什么领域工作？,物理学,field_of_work,朝永振一郎,物理学,1877,0,1877_0,zh,zh_1877_0
赫尔曼·阿曼杜斯·施瓦茨 的主要专业是什么？,数学,field_of_work,赫尔曼·阿曼杜斯·施瓦茨,数学,1878,4,1878_4,zh,zh_1878_4
让·勒朗·达朗贝尔 在什么领域工作？,数学,field_of_work,让·勒朗·达朗贝尔,数学,1879,0,1879_0,zh,zh_1879_0
卢卡·帕西奥利 与哪个研究领域相关？,数学,field_of_work,卢卡·帕西奥利,数学,1880,2,1880_2,zh,zh_1880_2
维塔利·拉扎列维奇·金兹堡 与哪个研究领域相关？,物理学,field_of_work,维塔利·拉扎列维奇·金兹堡,物理学,1881,2,1881_2,zh,zh_1881_2
司马迁 曾在哪个领域工作过？,历史,field_of_work,司马迁,历史,1882,1,1882_1,zh,zh_1882_1
克劳狄乌斯·托勒密 与哪个研究领域相关？,数学家,field_of_work,克劳狄乌斯·托勒密,数学家,1883,2,1883_2,zh,zh_1883_2
让·皮亚杰 在什么领域工作？,心理学,field_of_work,让·皮亚杰,心理学,1884,0,1884_0,zh,zh_1884_0
斯特凡·巴拿赫 因在哪个学科工作而闻名？,数学,field_of_work,斯特凡·巴拿赫,数学,1885,3,1885_3,zh,zh_1885_3
约瑟夫·普利斯特里 与哪个研究领域相关？,哲学,field_of_work,约瑟夫·普利斯特里,哲学,1886,2,1886_2,zh,zh_1886_2
库尔特·勒温 在什么领域工作？,心理学,field_of_work,库尔特·勒温,心理学,1887,0,1887_0,zh,zh_1887_0
詹姆斯·克拉克·麦克斯韦 曾在哪个领域工作过？,物理学,field_of_work,詹姆斯·克拉克·麦克斯韦,物理学,1888,1,1888_1,zh,zh_1888_1
阿尔弗雷德·马歇尔 曾在哪个领域工作过？,经济学,field_of_work,阿尔弗雷德·马歇尔,经济学,1889,1,1889_1,zh,zh_1889_1
尼古拉·哥白尼 与哪个研究领域相关？,天文学,field_of_work,尼古拉·哥白尼,天文学,1890,2,1890_2,zh,zh_1890_2
埃里克·马斯金 的主要专业是什么？,经济学家,field_of_work,埃里克·马斯金,经济学家,1891,4,1891_4,zh,zh_1891_4
贾德·戴蒙 与哪个研究领域相关？,生态学,field_of_work,贾德·戴蒙,生态学,1892,2,1892_2,zh,zh_1892_2
安德雷·柯尔莫哥洛夫 在什么领域工作？,几何学,field_of_work,安德雷·柯尔莫哥洛夫,几何学,1893,0,1893_0,zh,zh_1893_0
约瑟夫·路易·盖-吕萨克 的主要专业是什么？,化学,field_of_work,约瑟夫·路易·盖-吕萨克,化学,1894,4,1894_4,zh,zh_1894_4
辛烷 与哪个研究领域相关？,化学,field_of_work,辛烷,化学,1895,2,1895_2,zh,zh_1895_2
丹尼尔·伯努利 因在哪个学科工作而闻名？,物理学,field_of_work,丹尼尔·伯努利,物理学,1896,3,1896_3,zh,zh_1896_3
麦可·法拉第 与哪个研究领域相关？,物理学,field_of_work,麦可·法拉第,物理学,1897,2,1897_2,zh,zh_1897_2
汉弗里·戴维 的主要专业是什么？,化学,field_of_work,汉弗里·戴维,化学,1898,4,1898_4,zh,zh_1898_4
亨利·莫瓦桑 与哪个研究领域相关？,化学,field_of_work,亨利·莫瓦桑,化学,1899,2,1899_2,zh,zh_1899_2
皮埃尔·居里 在什么领域工作？,物理学,field_of_work,皮埃尔·居里,物理学,1900,0,1900_0,zh,zh_1900_0
古斯塔夫·基尔霍夫 与哪个研究领域相关？,物理学,field_of_work,古斯塔夫·基尔霍夫,物理学,1901,2,1901_2,zh,zh_1901_2
诺伯特·维纳 与哪个研究领域相关？,数学,field_of_work,诺伯特·维纳,数学,1902,2,1902_2,zh,zh_1902_2
奥本·勒维耶 的主要专业是什么？,天文学,field_of_work,奥本·勒维耶,天文学,1903,4,1903_4,zh,zh_1903_4
约翰·赫伊津哈 在什么领域工作？,历史,field_of_work,约翰·赫伊津哈,历史,1904,0,1904_0,zh,zh_1904_0
科学 的主要专业是什么？,科学,field_of_work,科学,科学,1905,4,1905_4,zh,zh_1905_4
爱德华·泰勒 曾在哪个领域工作过？,物理学,field_of_work,爱德华·泰勒,物理学,1906,1,1906_1,zh,zh_1906_1
齐柏林飞船 在什么领域工作？,音乐家,field_of_work,齐柏林飞船,音乐家,1907,0,1907_0,zh,zh_1907_0
欧内斯特·劳伦斯 在什么领域工作？,物理学,field_of_work,欧内斯特·劳伦斯,物理学,1908,0,1908_0,zh,zh_1908_0
玛丽·居里 因在哪个学科工作而闻名？,化学,field_of_work,玛丽·居里,化学,1909,3,1909_3,zh,zh_1909_3
约翰·纳皮尔 因在哪个学科工作而闻名？,数学,field_of_work,约翰·纳皮尔,数学,1910,3,1910_3,zh,zh_1910_3
艾萨克·牛顿 曾在哪个领域工作过？,天文学,field_of_work,艾萨克·牛顿,天文学,1911,1,1911_1,zh,zh_1911_1
拉里·桑格 曾在哪个领域工作过？,哲学,field_of_work,拉里·桑格,哲学,1912,1,1912_1,zh,zh_1912_1
菲利普·莱纳德 与哪个研究领域相关？,物理学,field_of_work,菲利普·莱纳德,物理学,1913,2,1913_2,zh,zh_1913_2
赫尔曼·冯·亥姆霍兹 曾在哪个领域工作过？,生理学,field_of_work,赫尔曼·冯·亥姆霍兹,生理学,1914,1,1914_1,zh,zh_1914_1
弗里德里希·威廉·贝塞尔 与哪个研究领域相关？,天文学,field_of_work,弗里德里希·威廉·贝塞尔,天文学,1915,2,1915_2,zh,zh_1915_2
阿尔弗雷德·金赛 曾在哪个领域工作过？,生物学,field_of_work,阿尔弗雷德·金赛,生物学,1916,1,1916_1,zh,zh_1916_1
圣梅斯罗布 的主要专业是什么？,语言学,field_of_work,圣梅斯罗布,语言学,1917,4,1917_4,zh,zh_1917_4
詹姆斯·弗兰克 在什么领域工作？,物理学,field_of_work,詹姆斯·弗兰克,物理学,1918,0,1918_0,zh,zh_1918_0
埃莉诺·奥斯特罗姆 因在哪个学科工作而闻名？,经济学,field_of_work,埃莉诺·奥斯特罗姆,经济学,1919,3,1919_3,zh,zh_1919_3
爱德华·阿普尔顿 因在哪个学科工作而闻名？,物理学,field_of_work,爱德华·阿普尔顿,物理学,1920,3,1920_3,zh,zh_1920_3
约翰·道尔顿 的主要专业是什么？,化学,field_of_work,约翰·道尔顿,化学,1921,4,1921_4,zh,zh_1921_4
约翰·道尔顿 与哪个研究领域相关？,物理学,field_of_work,约翰·道尔顿,物理学,1922,2,1922_2,zh,zh_1922_2
德米特里·伊万诺维奇·门捷列夫 与哪个研究领域相关？,化学,field_of_work,德米特里·伊万诺维奇·门捷列夫,化学,1923,2,1923_2,zh,zh_1923_2
德米特里·伊万诺维奇·门捷列夫 在什么领域工作？,物理学,field_of_work,德米特里·伊万诺维奇·门捷列夫,物理学,1924,0,1924_0,zh,zh_1924_0
保罗·麦卡特尼 在什么领域工作？,音乐家,field_of_work,保罗·麦卡特尼,音乐家,1925,0,1925_0,zh,zh_1925_0
查尔斯·巴贝奇 在什么领域工作？,数学,field_of_work,查尔斯·巴贝奇,数学,1926,0,1926_0,zh,zh_1926_0
尼古拉·哥白尼 的主要专业是什么？,数学,field_of_work,尼古拉·哥白尼,数学,1927,4,1927_4,zh,zh_1927_4
阿耶波多 因在哪个学科工作而闻名？,天文学,field_of_work,阿耶波多,天文学,1928,3,1928_3,zh,zh_1928_3
克莱德·汤博 因在哪个学科工作而闻名？,天文学家,field_of_work,克莱德·汤博,天文学家,1929,3,1929_3,zh,zh_1929_3
威利斯·兰姆 与哪个研究领域相关？,物理学,field_of_work,威利斯·兰姆,物理学,1930,2,1930_2,zh,zh_1930_2
阿基米德 的主要专业是什么？,几何学,field_of_work,阿基米德,几何学,1931,4,1931_4,zh,zh_1931_4
阿那克萨哥拉 在什么领域工作？,天文学,field_of_work,阿那克萨哥拉,天文学,1932,0,1932_0,zh,zh_1932_0
克里斯蒂安·惠更斯 在什么领域工作？,物理学,field_of_work,克里斯蒂安·惠更斯,物理学,1933,0,1933_0,zh,zh_1933_0
迈克尔·杰克逊 的主要专业是什么？,音乐家,field_of_work,迈克尔·杰克逊,音乐家,1934,4,1934_4,zh,zh_1934_4
亚当·斯密 曾在哪个领域工作过？,经济学,field_of_work,亚当·斯密,经济学,1935,1,1935_1,zh,zh_1935_1
罗伯特·密立根 因在哪个学科工作而闻名？,物理学,field_of_work,罗伯特·密立根,物理学,1936,3,1936_3,zh,zh_1936_3
杰拉杜斯·麦卡托 因在哪个学科工作而闻名？,地理学,field_of_work,杰拉杜斯·麦卡托,地理学,1937,3,1937_3,zh,zh_1937_3
卡尔·林奈 因在哪个学科工作而闻名？,医学,field_of_work,卡尔·林奈,医学,1938,3,1938_3,zh,zh_1938_3
查尔斯·罗伯特·达尔文 与哪个研究领域相关？,地质学,field_of_work,查尔斯·罗伯特·达尔文,地质学,1939,2,1939_2,zh,zh_1939_2
弗朗克·韦尔切克 因在哪个学科工作而闻名？,物理学,field_of_work,弗朗克·韦尔切克,物理学,1940,3,1940_3,zh,zh_1940_3
安德雷·柯尔莫哥洛夫 因在哪个学科工作而闻名？,拓扑学,field_of_work,安德雷·柯尔莫哥洛夫,拓扑学,1941,3,1941_3,zh,zh_1941_3
约翰·海因里希·兰伯特 的主要专业是什么？,物理学,field_of_work,约翰·海因里希·兰伯特,物理学,1942,4,1942_4,zh,zh_1942_4
婆罗摩笈多 的主要专业是什么？,数学,field_of_work,婆罗摩笈多,数学,1943,4,1943_4,zh,zh_1943_4
威廉·维恩 在什么领域工作？,物理学,field_of_work,威廉·维恩,物理学,1944,0,1944_0,zh,zh_1944_0
赫尔曼·冯·亥姆霍兹 的主要专业是什么？,心理学,field_of_work,赫尔曼·冯·亥姆霍兹,心理学,1945,4,1945_4,zh,zh_1945_4
莱昂哈德·欧拉 在什么领域工作？,天文学,field_of_work,莱昂哈德·欧拉,天文学,1946,0,1946_0,zh,zh_1946_0
伽利略·伽利莱 曾在哪个领域工作过？,哲学,field_of_work,伽利略·伽利莱,哲学,1947,1,1947_1,zh,zh_1947_1
孟德尔 在什么领域工作？,遗传学,field_of_work,孟德尔,遗传学,1948,0,1948_0,zh,zh_1948_0
布鲁斯·斯普林斯廷 因在哪个学科工作而闻名？,音乐家,field_of_work,布鲁斯·斯普林斯廷,音乐家,1949,3,1949_3,zh,zh_1949_3
索菲娅·瓦西里耶夫娜·柯瓦列夫斯卡娅 曾在哪个领域工作过？,数学,field_of_work,索菲娅·瓦西里耶夫娜·柯瓦列夫斯卡娅,数学,1950,1,1950_1,zh,zh_1950_1
焦尔达诺·布鲁诺 因在哪个学科工作而闻名？,哲学,field_of_work,焦尔达诺·布鲁诺,哲学,1951,3,1951_3,zh,zh_1951_3
亨利·贝可勒尔 曾在哪个领域工作过？,物理学,field_of_work,亨利·贝可勒尔,物理学,1952,1,1952_1,zh,zh_1952_1
基普·索恩 在什么领域工作？,物理学,field_of_work,基普·索恩,物理学,1953,0,1953_0,zh,zh_1953_0
奥古斯特·魏斯曼 在什么领域工作？,生物学,field_of_work,奥古斯特·魏斯曼,生物学,1954,0,1954_0,zh,zh_1954_0
保罗·朗之万 在什么领域工作？,物理学,field_of_work,保罗·朗之万,物理学,1955,0,1955_0,zh,zh_1955_0
约翰·考克饶夫 曾在哪个领域工作过？,物理学,field_of_work,约翰·考克饶夫,物理学,1956,1,1956_1,zh,zh_1956_1
斯凡特·奥古斯特·阿伦尼乌斯 曾在哪个领域工作过？,化学,field_of_work,斯凡特·奥古斯特·阿伦尼乌斯,化学,1957,1,1957_1,zh,zh_1957_1
洛可可 的主要专业是什么？,建筑,field_of_work,洛可可,建筑,1958,4,1958_4,zh,zh_1958_4
¿En qué ciudad se encuentra la sede de Paris Saint-Germain Football Club?,París,headquarters_location,Paris Saint-Germain Football Club,París,6101,1,6101_1,es,es_6101_1
¿Dónde se encuentra la sede de Universidad de Florencia?,Florencia,headquarters_location,Universidad de Florencia,Florencia,6102,0,6102_0,es,es_6102_0
¿Qué lugar alberga la sede de Partido Nacionalsocialista Obrero Alemán?,Múnich,headquarters_location,Partido Nacionalsocialista Obrero Alemán,Múnich,6103,4,6103_4,es,es_6103_4
¿Dónde se encuentra la sede de Unión para el Mediterráneo?,Barcelona,headquarters_location,Unión para el Mediterráneo,Barcelona,6104,0,6104_0,es,es_6104_0
¿Qué lugar alberga la sede de Interpol?,Lyon,headquarters_location,Interpol,Lyon,6105,4,6105_4,es,es_6105_4
¿Cuál es la ubicación de la sede de Partido Democrático Progresista?,Taipéi,headquarters_location,Partido Democrático Progresista,Taipéi,6106,2,6106_2,es,es_6106_2
¿Cuál es la ubicación de la sede de EMI?,Londres,headquarters_location,EMI,Londres,6107,2,6107_2,es,es_6107_2
¿Dónde se encuentra la sede de Association Sportive Nancy-Lorraine?,Nancy,headquarters_location,Association Sportive Nancy-Lorraine,Nancy,6108,0,6108_0,es,es_6108_0
¿Cuál es la ubicación de la sede de SoundCloud?,Berlín,headquarters_location,SoundCloud,Berlín,6109,2,6109_2,es,es_6109_2
¿En qué ciudad se encuentra la sede de Cadillac?,Detroit,headquarters_location,Cadillac,Detroit,6110,1,6110_1,es,es_6110_1
¿En qué ciudad se encuentra la sede de Polydor Records?,Londres,headquarters_location,Polydor Records,Londres,6111,1,6111_1,es,es_6111_1
¿Dónde se puede encontrar la sede de Nintendo?,Kioto,headquarters_location,Nintendo,Kioto,6112,3,6112_3,es,es_6112_3
¿Qué lugar alberga la sede de Universidad de Cambridge?,Cambridge,headquarters_location,Universidad de Cambridge,Cambridge,6113,4,6113_4,es,es_6113_4
¿Qué lugar alberga la sede de Germanwings?,Colonia,headquarters_location,Germanwings,Colonia,6114,4,6114_4,es,es_6114_4
¿Qué lugar alberga la sede de Universidad de Washington?,Seattle,headquarters_location,Universidad de Washington,Seattle,6115,4,6115_4,es,es_6115_4
¿Dónde se encuentra la sede de Ericsson?,Estocolmo,headquarters_location,Ericsson,Estocolmo,6116,0,6116_0,es,es_6116_0
¿En qué ciudad se encuentra la sede de Brentford Football Club?,Londres,headquarters_location,Brentford Football Club,Londres,6117,1,6117_1,es,es_6117_1
¿En qué ciudad se encuentra la sede de Partido Democrático Popular de Afganistán?,Kabul,headquarters_location,Partido Democrático Popular de Afganistán,Kabul,6118,1,6118_1,es,es_6118_1
¿Cuál es la ubicación de la sede de Samsung?,Seúl,headquarters_location,Samsung,Seúl,6119,2,6119_2,es,es_6119_2
¿Cuál es la ubicación de la sede de Beijing Guoan?,Pekín,headquarters_location,Beijing Guoan,Pekín,6120,2,6120_2,es,es_6120_2
¿Cuál es la ubicación de la sede de Internacional Comunista?,Moscú,headquarters_location,Internacional Comunista,Moscú,6121,2,6121_2,es,es_6121_2
¿Cuál es la ubicación de la sede de Libro Guinness de los récords?,Londres,headquarters_location,Libro Guinness de los récords,Londres,6122,2,6122_2,es,es_6122_2
¿En qué ciudad se encuentra la sede de Federación Internacional de Ajedrez?,Atenas,headquarters_location,Federación Internacional de Ajedrez,Atenas,6123,1,6123_1,es,es_6123_1
¿Dónde se puede encontrar la sede de Rolex?,Ginebra,headquarters_location,Rolex,Ginebra,6124,3,6124_3,es,es_6124_3
¿Dónde se puede encontrar la sede de Iglesia asiria del Oriente?,Chicago,headquarters_location,Iglesia asiria del Oriente,Chicago,6125,3,6125_3,es,es_6125_3
¿Cuál es la ubicación de la sede de Universidad de París?,París,headquarters_location,Universidad de París,París,6126,2,6126_2,es,es_6126_2
¿Dónde se puede encontrar la sede de Federación Internacional de Tenis?,Londres,headquarters_location,Federación Internacional de Tenis,Londres,6127,3,6127_3,es,es_6127_3
¿En qué ciudad se encuentra la sede de Deutsche Welle?,Bonn,headquarters_location,Deutsche Welle,Bonn,6128,1,6128_1,es,es_6128_1
¿Dónde se encuentra la sede de Sheffield Wednesday Football Club?,Sheffield,headquarters_location,Sheffield Wednesday Football Club,Sheffield,6129,0,6129_0,es,es_6129_0
¿Cuál es la ubicación de la sede de Organización Mundial del Comercio?,Ginebra,headquarters_location,Organización Mundial del Comercio,Ginebra,6130,2,6130_2,es,es_6130_2
¿Dónde se encuentra la sede de RB Leipzig?,Leipzig,headquarters_location,RB Leipzig,Leipzig,6131,0,6131_0,es,es_6131_0
¿Dónde se encuentra la sede de Federación de Fútbol de los Estados Unidos?,Chicago,headquarters_location,Federación de Fútbol de los Estados Unidos,Chicago,6132,0,6132_0,es,es_6132_0
¿Cuál es la ubicación de la sede de BP?,Londres,headquarters_location,BP,Londres,6133,2,6133_2,es,es_6133_2
¿Dónde se puede encontrar la sede de Lenovo?,Pekín,headquarters_location,Lenovo,Pekín,6134,3,6134_3,es,es_6134_3
¿Cuál es la ubicación de la sede de Toyota?,Toyota,headquarters_location,Toyota,Toyota,6135,2,6135_2,es,es_6135_2
¿En qué ciudad se encuentra la sede de Academia de Ciencias de Francia?,París,headquarters_location,Academia de Ciencias de Francia,París,6136,1,6136_1,es,es_6136_1
¿Dónde se puede encontrar la sede de Federación Alemana de Fútbol?,Fráncfort del Meno,headquarters_location,Federación Alemana de Fútbol,Fráncfort del Meno,6137,3,6137_3,es,es_6137_3
¿En qué ciudad se encuentra la sede de Instituto Karolinska?,Estocolmo,headquarters_location,Instituto Karolinska,Estocolmo,6138,1,6138_1,es,es_6138_1
¿Qué lugar alberga la sede de Cuerpos de la Guardia Revolucionaria Islámica?,Teherán,headquarters_location,Cuerpos de la Guardia Revolucionaria Islámica,Teherán,6139,4,6139_4,es,es_6139_4
